id_partida,id_time_visitante,id_time_casa,ID_Tempo,gols_casa,gols_visitante,ano,Vencedor
535023,1778,1837,2025-05-17T19:00:00Z,2,0,2025,1837
535016,3984,1780,2025-05-17T21:30:00Z,3,0,2025,1780
535018,1767,1776,2025-05-18T00:00:00Z,2,1,2025,1776
535017,6685,1779,2025-05-18T19:00:00Z,1,0,2025,1779
535022,1782,1777,2025-05-18T19:00:00Z,2,1,2025,1777
535024,1765,4245,2025-05-18T19:00:00Z,1,1,2025,0
535015,1770,1783,2025-05-18T21:30:00Z,0,0,2025,0
535019,1769,4286,2025-05-18T21:30:00Z,1,2,2025,1769
535020,1766,1771,2025-05-18T23:30:00Z,0,0,2025,0
535021,4364,6684,2025-05-18T23:30:00Z,1,1,2025,0
535025,1780,1765,2025-05-24T21:30:00Z,2,1,2025,1765
535028,4364,1776,2025-05-24T21:30:00Z,0,2,2025,4364
535030,1779,1766,2025-05-25T00:00:00Z,0,0,2025,0
535031,1777,1767,2025-05-25T14:00:00Z,1,0,2025,1767
535027,1783,1769,2025-05-25T19:00:00Z,0,2,2025,1783
535034,6684,1778,2025-05-25T19:00:00Z,1,1,2025,0
535032,6685,1782,2025-05-25T21:30:00Z,0,1,2025,6685
535033,1771,3984,2025-05-25T23:30:00Z,0,2,2025,1771
535029,4245,4286,2025-05-26T23:00:00Z,1,0,2025,4286
535042,1776,1777,2025-05-31T21:30:00Z,2,1,2025,1777
535036,4286,1780,2025-06-01T00:00:00Z,0,2,2025,4286
535039,1778,4364,2025-06-01T14:00:00Z,1,0,2025,4364
535044,1767,4245,2025-06-01T19:00:00Z,0,2,2025,1767
535038,1770,6685,2025-06-01T19:00:00Z,0,1,2025,1770
535043,1766,1837,2025-06-01T21:30:00Z,0,1,2025,1766
535035,3984,1783,2025-06-01T21:30:00Z,5,0,2025,1783
535037,1782,1779,2025-06-01T21:30:00Z,0,0,2025,0
535040,1769,1771,2025-06-01T22:30:00Z,2,1,2025,1771
535041,1765,6684,2025-06-01T23:30:00Z,0,2,2025,1765
535026,1837,1770,2025-06-04T23:00:00Z,3,2,2025,1770
535049,1777,4286,2025-06-12T22:00:00Z,0,3,2025,1777
535052,1771,1782,2025-06-12T22:00:00Z,0,0,2025,0
535053,6685,3984,2025-06-12T22:30:00Z,2,3,2025,6685
535051,1779,1767,2025-06-12T23:00:00Z,1,1,2025,0
535048,1780,1776,2025-06-13T00:30:00Z,1,3,2025,1780
535050,6684,1766,2025-06-13T00:30:00Z,2,0,2025,1766
535055,1776,1783,2025-07-12T19:30:00Z,2,0,2025,1783
535061,1782,6684,2025-07-12T19:30:00Z,1,0,2025,6684
535056,1770,1780,2025-07-12T21:30:00Z,0,2,2025,1770
535062,1766,1777,2025-07-13T00:00:00Z,2,1,2025,1777
535057,4286,1779,2025-07-13T22:00:00Z,1,2,2025,4286
535060,1767,1771,2025-07-13T23:30:00Z,4,1,2025,1771
535063,1837,3984,2025-07-13T23:30:00Z,0,1,2025,1837
535064,1778,4245,2025-07-14T23:00:00Z,2,0,2025,4245
535067,4364,1769,2025-07-16T22:00:00Z,1,1,2025,0
535073,1779,1837,2025-07-16T22:30:00Z,0,1,2025,1779
535068,1783,6685,2025-07-16T23:00:00Z,1,0,2025,6685
535066,1782,1770,2025-07-17T00:30:00Z,0,0,2025,0
535069,1776,4286,2025-07-17T00:30:00Z,2,2,2025,0
535065,1771,1765,2025-07-17T22:30:00Z,0,2,2025,1771
535083,1777,3984,2025-07-19T19:00:00Z,1,1,2025,0
535076,1767,1780,2025-07-19T20:30:00Z,1,1,2025,0
535079,6685,4364,2025-07-19T21:30:00Z,3,0,2025,4364
535078,1779,1776,2025-07-20T00:00:00Z,2,0,2025,1776
535081,1837,6684,2025-07-20T14:00:00Z,1,0,2025,6684
535080,4245,1771,2025-07-20T19:00:00Z,4,0,2025,1771
535082,4286,1782,2025-07-20T19:00:00Z,1,0,2025,1782
535077,1766,1769,2025-07-20T20:30:00Z,3,2,2025,1769
535084,1770,1778,2025-07-20T20:30:00Z,0,1,2025,1770
535075,1765,1783,2025-07-20T22:30:00Z,1,0,2025,1783
535090,3984,1766,2025-07-23T00:00:00Z,,,2025,0
535085,1769,1765,2025-07-23T22:00:00Z,1,2,2025,1769
535093,4364,1837,2025-07-23T22:00:00Z,0,2,2025,4364
535087,1771,1779,2025-07-23T22:30:00Z,0,0,2025,0
535088,6684,6685,2025-07-24T00:30:00Z,1,2,2025,6684
535089,1783,4286,2025-07-24T00:30:00Z,1,2,2025,1783
535092,1778,1782,2025-07-24T00:30:00Z,2,2,2025,0
535094,1776,4245,2025-07-24T22:00:00Z,0,1,2025,1776
535096,1779,1770,2025-07-26T21:30:00Z,1,1,2025,0
535099,1782,4364,2025-07-26T21:30:00Z,1,1,2025,0
535103,4286,3984,2025-07-26T21:30:00Z,3,1,2025,3984
535104,6685,1778,2025-07-26T21:30:00Z,2,2,2025,0
535097,1767,1769,2025-07-27T00:00:00Z,1,0,2025,1769
535098,1765,1776,2025-07-27T19:00:00Z,3,1,2025,1776
535100,1837,1771,2025-07-27T19:00:00Z,1,2,2025,1837
535101,1780,6684,2025-07-27T21:30:00Z,1,1,2025,0
535102,4245,1777,2025-07-27T21:30:00Z,3,0,2025,1777
535095,1766,1783,2025-07-27T23:30:00Z,1,0,2025,1783
535071,3984,1767,2025-07-29T23:30:00Z,2,1,2025,1767
535114,1777,1778,2025-08-02T19:00:00Z,0,0,2025,0
535109,1780,4364,2025-08-02T21:30:00Z,3,2,2025,4364
535105,1767,1765,2025-08-03T00:00:00Z,1,0,2025,1765
535106,1771,1770,2025-08-03T19:00:00Z,0,2,2025,1771
535107,3984,1779,2025-08-03T19:00:00Z,1,1,2025,0
535110,4286,1766,2025-08-03T21:30:00Z,2,1,2025,1766
535113,1783,1837,2025-08-03T21:30:00Z,1,1,2025,0
535112,1769,1782,2025-08-03T22:30:00Z,2,2,2025,0
535111,1776,6684,2025-08-03T23:30:00Z,1,2,2025,1776
535108,4245,6685,2025-08-04T23:00:00Z,3,1,2025,6685
535115,4364,1783,2025-08-09T21:30:00Z,2,1,2025,1783
535118,1782,1776,2025-08-09T21:30:00Z,2,0,2025,1776
535119,6684,4286,2025-08-09T21:30:00Z,1,3,2025,6684
535123,1770,3984,2025-08-09T23:30:00Z,0,5,2025,1770
535122,1765,1777,2025-08-10T00:00:00Z,3,3,2025,0
535116,1766,1780,2025-08-10T19:00:00Z,1,1,2025,0
535117,1837,1769,2025-08-10T19:00:00Z,2,1,2025,1769
535120,6685,1771,2025-08-10T21:30:00Z,1,2,2025,6685
535121,1778,1767,2025-08-10T23:30:00Z,0,1,2025,1778
535124,1779,4245,2025-08-11T23:00:00Z,2,1,2025,4245
535125,3984,1765,2025-08-16T19:00:00Z,2,1,2025,1765
535133,4286,1837,2025-08-16T19:00:00Z,1,0,2025,1837
535132,4245,1782,2025-08-16T21:30:00Z,2,2,2025,0
535134,1776,1778,2025-08-16T21:30:00Z,2,2,2025,0
535127,1777,1779,2025-08-17T00:00:00Z,1,2,2025,1777
535128,1780,6685,2025-08-17T19:00:00Z,0,6,2025,1780
535130,1767,1766,2025-08-17T19:00:00Z,1,3,2025,1767
535131,1783,6684,2025-08-17T21:30:00Z,1,3,2025,1783
535126,1769,1770,2025-08-17T23:30:00Z,0,1,2025,1769
535129,1771,4364,2025-08-18T23:00:00Z,1,1,2025,0
535074,1780,4245,2025-08-20T22:00:00Z,2,0,2025,4245
535139,1765,4286,2025-08-23T19:00:00Z,4,2,2025,4286
535140,6684,1771,2025-08-23T21:30:00Z,2,1,2025,1771
535141,1837,1767,2025-08-24T00:00:00Z,0,0,2025,0
535136,1779,1780,2025-08-24T19:00:00Z,2,3,2025,1779
535142,6685,1777,2025-08-24T19:00:00Z,2,0,2025,1777
535143,4364,3984,2025-08-24T21:30:00Z,0,1,2025,4364
535144,1770,4245,2025-08-24T21:30:00Z,1,3,2025,1770
535138,1766,1776,2025-08-24T23:30:00Z,2,0,2025,1776
535137,1778,1769,2025-08-25T22:00:00Z,3,0,2025,1769
535135,1782,1783,2025-08-26T00:00:00Z,8,0,2025,1783
535153,4245,1837,2025-08-30T19:00:00Z,0,1,2025,4245
535146,4286,1770,2025-08-30T21:30:00Z,4,1,2025,1770
535150,1776,1771,2025-08-31T00:00:00Z,1,0,2025,1771
535145,1767,1783,2025-08-31T19:00:00Z,1,1,2025,0
535148,1765,6685,2025-08-31T19:00:00Z,0,0,2025,0
535147,1769,1779,2025-08-31T21:30:00Z,1,1,2025,0
535149,1777,4364,2025-08-31T21:30:00Z,5,1,2025,4364
535152,1766,1782,2025-08-31T21:30:00Z,1,0,2025,1782
535151,3984,6684,2025-08-31T23:30:00Z,2,1,2025,6684
535154,1780,1778,2025-08-31T23:30:00Z,2,3,2025,1780
535161,4364,1767,2025-09-13T19:00:00Z,0,1,2025,4364
535163,1782,3984,2025-09-13T19:00:00Z,2,0,2025,3984
535157,6684,1769,2025-09-13T21:30:00Z,4,1,2025,1769
535155,1779,1765,2025-09-14T00:00:00Z,0,1,2025,1779
535159,1778,4286,2025-09-14T14:00:00Z,1,1,2025,0
535160,6685,1766,2025-09-14T19:00:00Z,1,1,2025,0
535164,1783,4245,2025-09-14T19:00:00Z,0,2,2025,1783
535158,1770,1776,2025-09-14T20:30:00Z,1,0,2025,1776
535156,1837,1780,2025-09-14T23:30:00Z,2,2,2025,0
535162,1771,1777,2025-09-15T23:00:00Z,1,2,2025,1771
535046,4364,1770,2025-09-17T22:30:00Z,3,3,2025,0
535172,1765,1782,2025-09-20T19:00:00Z,0,1,2025,1765
535166,1766,1770,2025-09-20T21:30:00Z,1,0,2025,1770
535173,1777,1837,2025-09-20T21:30:00Z,1,1,2025,0
535167,3984,1769,2025-09-21T00:00:00Z,4,1,2025,1769
535169,4245,4364,2025-09-21T19:00:00Z,2,0,2025,4364
535165,1780,1783,2025-09-21T20:30:00Z,1,1,2025,0
535171,1767,6684,2025-09-21T20:30:00Z,2,3,2025,1767
535174,1779,1778,2025-09-21T20:30:00Z,1,0,2025,1778
535168,1776,6685,2025-09-21T23:30:00Z,1,0,2025,6685
535170,4286,1771,2025-09-21T23:30:00Z,2,1,2025,1771
535086,1777,1780,2025-09-24T22:30:00Z,3,1,2025,1780
535091,1770,1767,2025-09-24T22:30:00Z,1,1,2025,0
535183,1778,3984,2025-09-27T19:00:00Z,1,0,2025,3984
535176,1771,1780,2025-09-27T21:30:00Z,2,0,2025,1780
535184,6684,4245,2025-09-27T21:30:00Z,1,1,2025,0
535180,4364,1766,2025-09-28T00:00:00Z,1,0,2025,1766
535181,1782,1767,2025-09-28T14:00:00Z,3,1,2025,1767
535175,1770,1765,2025-09-28T19:00:00Z,2,0,2025,1765
535182,1769,1777,2025-09-28T19:00:00Z,1,0,2025,1777
535179,6685,4286,2025-09-28T21:30:00Z,2,2,2025,0
535177,1783,1779,2025-09-28T23:30:00Z,1,2,2025,1783
535178,1837,1776,2025-09-29T23:00:00Z,0,1,2025,1837
535190,4245,1766,2025-10-01T00:30:00Z,0,0,2025,0
535187,1780,1769,2025-10-01T22:00:00Z,3,0,2025,1769
535189,4286,4364,2025-10-01T22:00:00Z,1,1,2025,0
535194,1765,1778,2025-10-01T22:00:00Z,2,2,2025,0
535191,1779,6684,2025-10-01T22:30:00Z,1,1,2025,0
535186,1777,1770,2025-10-02T00:30:00Z,2,1,2025,1770
535188,1767,6685,2025-10-02T00:30:00Z,1,1,2025,0
535192,1837,1782,2025-10-02T22:00:00Z,1,0,2025,1782
535193,1776,3984,2025-10-02T22:30:00Z,0,2,2025,1776
535185,1771,1783,2025-10-02T23:30:00Z,0,0,2025,0
535195,1766,1765,2025-10-04T21:30:00Z,3,0,2025,1765
535199,1767,4286,2025-10-04T21:30:00Z,1,0,2025,4286
535201,1770,6684,2025-10-04T21:30:00Z,2,0,2025,6684
535197,4364,1779,2025-10-05T00:00:00Z,3,0,2025,1779
535196,1782,1780,2025-10-05T19:00:00Z,4,3,2025,1780
535198,1769,1776,2025-10-05T19:00:00Z,2,3,2025,1769
535202,1783,1777,2025-10-05T21:30:00Z,1,0,2025,1777
535204,3984,4245,2025-10-05T21:30:00Z,1,2,2025,3984
535200,1778,1771,2025-10-05T23:30:00Z,1,1,2025,0
535203,6685,1837,2025-10-05T23:30:00Z,3,0,2025,1837
535070,1778,1766,2025-10-08T22:00:00Z,3,1,2025,1766
535059,1765,4364,2025-10-09T00:00:00Z,2,1,2025,4364
535047,4245,1769,2025-10-11T22:00:00Z,4,1,2025,1769
535207,4286,1769,2025-10-15T22:00:00Z,5,1,2025,1769
535206,1783,1770,2025-10-15T22:30:00Z,0,3,2025,1783
535209,6684,4364,2025-10-15T23:00:00Z,3,1,2025,4364
535214,1837,1778,2025-10-15T23:00:00Z,1,1,2025,0
535208,1779,6685,2025-10-16T00:30:00Z,3,1,2025,6685
535210,1771,1766,2025-10-16T00:30:00Z,1,1,2025,0
535213,1780,3984,2025-10-16T00:30:00Z,0,2,2025,1780
535211,1776,1767,2025-10-16T22:00:00Z,2,0,2025,1767
535205,4245,1765,2025-10-17T00:30:00Z,1,0,2025,1765
535212,1777,1782,2025-10-17T00:30:00Z,2,1,2025,1782
535217,1766,1779,2025-10-18T21:30:00Z,1,0,2025,1779
535220,3984,1771,2025-10-19T00:00:00Z,1,0,2025,1771
535215,1769,1783,2025-10-19T19:00:00Z,3,2,2025,1783
535219,1776,4364,2025-10-19T21:30:00Z,3,0,2025,4364
535221,1778,6684,2025-10-19T21:30:00Z,2,0,2025,6684
535223,1770,1837,2025-10-19T21:30:00Z,0,2,2025,1770
535222,1767,1777,2025-10-19T23:30:00Z,4,0,2025,1777
535224,4286,4245,2025-10-20T22:00:00Z,1,0,2025,4245
535216,1765,1780,2025-10-20T22:30:00Z,2,0,2025,1780
535218,1782,6685,2025-10-21T00:30:00Z,0,1,2025,1782
535072,6684,1777,2025-10-22T22:00:00Z,1,0,2025,1777
535230,1837,1766,2025-10-25T19:00:00Z,,,2025,0
535232,1779,1782,2025-10-25T19:00:00Z,,,2025,0
535225,6684,1765,2025-10-25T20:30:00Z,,,2025,0
535234,4364,1778,2025-10-25T21:30:00Z,,,2025,0
535233,1783,3984,2025-10-25T22:30:00Z,,,2025,0
535228,1777,1776,2025-10-26T01:30:00Z,,,2025,0
535226,6685,1770,2025-10-26T19:00:00Z,,,2025,0
535231,4245,1767,2025-10-26T19:00:00Z,,,2025,0
535229,1780,4286,2025-10-26T21:30:00Z,,,2025,0
535227,1771,1769,2025-10-26T23:30:00Z,,,2025,0
535045,1837,1765,2025-10-29T22:00:00Z,,,2025,0
535240,1782,1771,2025-11-01T19:00:00Z,,,2025,0
535239,1770,4364,2025-11-01T21:00:00Z,,,2025,0
535235,1778,1783,2025-11-02T00:00:00Z,,,2025,0
535237,1767,1779,2025-11-02T19:00:00Z,,,2025,0
535242,4286,1777,2025-11-02T19:00:00Z,,,2025,0
535243,1765,1837,2025-11-02T19:00:00Z,,,2025,0
535241,1766,6684,2025-11-02T21:30:00Z,,,2025,0
535244,1769,4245,2025-11-02T21:30:00Z,,,2025,0
535236,1776,1780,2025-11-02T23:30:00Z,,,2025,0
535238,3984,6685,2025-11-03T23:00:00Z,,,2025,0
535249,1779,4286,2025-11-05T22:00:00Z,,,2025,0
535252,6684,1782,2025-11-05T22:00:00Z,,,2025,0
535254,4245,1778,2025-11-05T22:00:00Z,,,2025,0
535246,1780,1770,2025-11-05T22:30:00Z,,,2025,0
535250,1777,1766,2025-11-05T23:00:00Z,,,2025,0
535251,1771,1767,2025-11-05T23:00:00Z,,,2025,0
535248,1783,1776,2025-11-06T00:30:00Z,,,2025,0
535245,4364,1765,2025-11-06T22:30:00Z,,,2025,0
535253,3984,1837,2025-11-06T23:00:00Z,,,2025,0
535247,6685,1769,2025-11-07T00:30:00Z,,,2025,0
535264,1766,1778,2025-11-08T19:00:00Z,,,2025,0
535256,4245,1780,2025-11-08T21:00:00Z,,,2025,0
535261,1777,6684,2025-11-08T21:30:00Z,,,2025,0
535258,4286,1776,2025-11-09T00:00:00Z,,,2025,0
535257,1837,1779,2025-11-09T19:00:00Z,,,2025,0
535260,1765,1771,2025-11-09T19:00:00Z,,,2025,0
535255,6685,1783,2025-11-09T21:30:00Z,,,2025,0
535262,1770,1782,2025-11-09T21:30:00Z,,,2025,0
535259,1769,4364,2025-11-09T23:30:00Z,,,2025,0
535263,1767,3984,2025-11-09T23:30:00Z,,,2025,0
535054,1783,1778,2025-11-15T21:30:00Z,,,2025,0
535058,1769,6685,2025-11-16T00:00:00Z,,,2025,0
535265,1783,1765,2025-12-06T00:00:00Z,,,2025,0
535266,1778,1770,2025-12-06T00:00:00Z,,,2025,0
535267,1776,1779,2025-12-06T00:00:00Z,,,2025,0
535268,4364,6685,2025-12-06T00:00:00Z,,,2025,0
535269,1782,4286,2025-12-06T00:00:00Z,,,2025,0
535270,1769,1766,2025-12-06T00:00:00Z,,,2025,0
535271,1780,1767,2025-12-06T00:00:00Z,,,2025,0
535272,3984,1777,2025-12-06T00:00:00Z,,,2025,0
535273,6684,1837,2025-12-06T00:00:00Z,,,2025,0
535274,1771,4245,2025-12-06T00:00:00Z,,,2025,0
535275,4286,1783,2025-12-10T00:00:00Z,,,2025,0
535276,1767,1770,2025-12-10T00:00:00Z,,,2025,0
535277,1765,1769,2025-12-10T00:00:00Z,,,2025,0
535278,4245,1776,2025-12-10T00:00:00Z,,,2025,0
535279,1837,4364,2025-12-10T00:00:00Z,,,2025,0
535280,1779,1771,2025-12-10T00:00:00Z,,,2025,0
535281,6685,6684,2025-12-10T00:00:00Z,,,2025,0
535282,1780,1777,2025-12-10T00:00:00Z,,,2025,0
535283,1766,3984,2025-12-10T00:00:00Z,,,2025,0
535284,1782,1778,2025-12-10T00:00:00Z,,,2025,0
535285,1776,1765,2025-12-13T00:00:00Z,,,2025,0
535286,6684,1780,2025-12-13T00:00:00Z,,,2025,0
535287,1770,1779,2025-12-13T00:00:00Z,,,2025,0
535288,1778,6685,2025-12-13T00:00:00Z,,,2025,0
535289,3984,4286,2025-12-13T00:00:00Z,,,2025,0
535290,1783,1766,2025-12-13T00:00:00Z,,,2025,0
535291,1769,1767,2025-12-13T00:00:00Z,,,2025,0
535292,4364,1782,2025-12-13T00:00:00Z,,,2025,0
535293,1771,1837,2025-12-13T00:00:00Z,,,2025,0
535294,1777,4245,2025-12-13T00:00:00Z,,,2025,0
535296,4364,1780,2025-12-17T00:00:00Z,,,2025,0
535297,1782,1769,2025-12-17T00:00:00Z,,,2025,0
535298,6684,1776,2025-12-17T00:00:00Z,,,2025,0
535299,1766,4286,2025-12-17T00:00:00Z,,,2025,0
535300,1770,1771,2025-12-17T00:00:00Z,,,2025,0
535301,1765,1767,2025-12-17T00:00:00Z,,,2025,0
535302,1778,1777,2025-12-17T00:00:00Z,,,2025,0
535303,1779,3984,2025-12-17T00:00:00Z,,,2025,0
535304,6685,4245,2025-12-17T00:00:00Z,,,2025,0
535295,1837,1783,2025-12-17T00:00:00Z,,,2025,0
535305,1777,1765,2025-12-21T00:00:00Z,,,2025,0
535306,3984,1770,2025-12-21T00:00:00Z,,,2025,0
535307,4245,1779,2025-12-21T00:00:00Z,,,2025,0
535308,1771,6685,2025-12-21T00:00:00Z,,,2025,0
535309,1783,4364,2025-12-21T00:00:00Z,,,2025,0
535310,1780,1766,2025-12-21T00:00:00Z,,,2025,0
535311,4286,6684,2025-12-21T00:00:00Z,,,2025,0
535312,1776,1782,2025-12-21T00:00:00Z,,,2025,0
535313,1769,1837,2025-12-21T00:00:00Z,,,2025,0
535314,1767,1778,2025-12-21T00:00:00Z,,,2025,0
